consumer_id,consumer_type,preferences
3454,Generic,"[0.13737373, 0.060606062, 0.024242423, 0.028282829, 0.17979798, 0.046464648, 0.002020202, 0.15959597, 0.012121212, 0.006060606, 0.030303031, 0.008080808, 0.018181818, 0.08282828, 0.062626265, 0.1030303, 0.028282829, 0.01010101]"
3455,Generic,"[0.05, 0.0, 0.0, 0.0, 0.3, 0.075, 0.0, 0.175, 0.0, 0.025, 0.0, 0.0, 0.125, 0.075, 0.05, 0.1, 0.025, 0.0]"
3456,Generic,"[0.2109375, 0.125, 0.0, 0.015625, 0.0390625, 0.015625, 0.0, 0.0546875, 0.015625, 0.0, 0.046875, 0.0, 0.0078125, 0.0, 0.296875, 0.1328125, 0.0390625, 0.0]"
3457,Generic,"[0.08888889, 0.022222223, 0.0044444446, 0.0, 0.16444445, 0.053333335, 0.0044444446, 0.25333333, 0.0, 0.013333334, 0.026666667, 0.008888889, 0.017777778, 0.10666667, 0.026666667, 0.093333334, 0.08888889, 0.026666667]"
3458,Generic,"[0.05, 0.03181818, 0.05909091, 0.10454545, 0.3090909, 0.018181818, 0.0, 0.16818182, 0.022727273, 0.0, 0.018181818, 0.027272727, 0.018181818, 0.10454545, 0.027272727, 0.027272727, 0.0045454544, 0.009090909]"
3459,Generic,"[0.19512194, 0.09756097, 0.0, 0.0, 0.19512194, 0.0, 0.0, 0.12195122, 0.024390243, 0.0, 0.048780486, 0.0, 0.0, 0.12195122, 0.09756097, 0.048780486, 0.048780486, 0.0]"
3460,Generic,"[0.072072074, 0.0, 0.0, 0.0, 0.10810811, 0.117117114, 0.009009009, 0.2972973, 0.0, 0.036036037, 0.018018018, 0.0, 0.045045044, 0.036036037, 0.0990991, 0.117117114, 0.045045044, 0.0]"
3461,Generic,"[0.31111112, 0.044444446, 0.0, 0.0, 0.044444446, 0.044444446, 0.0, 0.15555556, 0.0, 0.0, 0.022222223, 0.0, 0.022222223, 0.044444446, 0.08888889, 0.11111111, 0.08888889, 0.022222223]"
3462,Generic,"[0.081794195, 0.051451188, 0.018469658, 0.03298153, 0.24406332, 0.02110818, 0.0026385225, 0.18733509, 0.018469658, 0.005277045, 0.040897097, 0.015831135, 0.014511873, 0.094986804, 0.059366755, 0.07783641, 0.02110818, 0.0118733505]"
3463,Generic,"[0.078125, 0.015625, 0.0, 0.03125, 0.28125, 0.046875, 0.015625, 0.21875, 0.015625, 0.015625, 0.03125, 0.046875, 0.015625, 0.046875, 0.03125, 0.03125, 0.078125, 0.0]"
3464,Generic,"[0.08368201, 0.029288704, 0.008368201, 0.010460251, 0.17364016, 0.046025105, 0.0020920502, 0.2656904, 0.0020920502, 0.0041841003, 0.031380754, 0.0041841003, 0.025104603, 0.09623431, 0.031380754, 0.16108787, 0.020920502, 0.0041841003]"
3465,Generic,"[0.110091746, 0.09174312, 0.119266056, 0.09174312, 0.10091743, 0.018348623, 0.0, 0.06422018, 0.06422018, 0.0091743115, 0.04587156, 0.055045873, 0.0091743115, 0.06422018, 0.06422018, 0.055045873, 0.036697246, 0.0]"
3466,Generic,"[0.05882353, 0.019607844, 0.0, 0.0, 0.19607843, 0.13725491, 0.0, 0.43137255, 0.0, 0.0, 0.019607844, 0.0, 0.019607844, 0.0, 0.019607844, 0.05882353, 0.019607844, 0.019607844]"
3467,Generic,"[0.09589041, 0.02739726, 0.01369863, 0.01369863, 0.21917808, 0.08219178, 0.0, 0.24657534, 0.0, 0.01369863, 0.01369863, 0.0, 0.01369863, 0.04109589, 0.06849315, 0.04109589, 0.09589041, 0.01369863]"
3468,Generic,"[0.013157895, 0.013157895, 0.02631579, 0.039473683, 0.15789473, 0.065789476, 0.013157895, 0.31578946, 0.013157895, 0.05263158, 0.02631579, 0.0, 0.02631579, 0.039473683, 0.013157895, 0.10526316, 0.05263158, 0.02631579]"
3469,Generic,"[0.14871016, 0.072837636, 0.027314112, 0.028831564, 0.13960546, 0.02276176, 0.0015174507, 0.16236722, 0.013657056, 0.010622155, 0.03945372, 0.028831564, 0.025796661, 0.056145675, 0.06980273, 0.07132018, 0.057663128, 0.02276176]"
3470,Generic,"[0.12592593, 0.05925926, 0.022222223, 0.022222223, 0.3037037, 0.022222223, 0.0, 0.096296296, 0.0074074073, 0.0, 0.044444446, 0.0074074073, 0.0, 0.1037037, 0.096296296, 0.05185185, 0.02962963, 0.0074074073]"
3471,Generic,"[0.12564544, 0.061962135, 0.009466438, 0.015490534, 0.21256454, 0.049053356, 0.0008605852, 0.18416524, 0.012908778, 0.006024096, 0.025817556, 0.006024096, 0.016351119, 0.0757315, 0.061962135, 0.10413081, 0.01979346, 0.012048192]"
3472,Generic,"[0.037037037, 0.018518519, 0.055555556, 0.074074075, 0.2037037, 0.037037037, 0.018518519, 0.24074075, 0.0, 0.018518519, 0.037037037, 0.0, 0.0, 0.037037037, 0.037037037, 0.09259259, 0.074074075, 0.018518519]"
3473,Generic,"[0.057692308, 0.024038462, 0.0, 0.0048076925, 0.28365386, 0.01923077, 0.0, 0.26442307, 0.01923077, 0.0048076925, 0.0048076925, 0.0048076925, 0.01923077, 0.20192307, 0.01923077, 0.03846154, 0.028846154, 0.0048076925]"
3474,Generic,"[0.041044775, 0.014925373, 0.026119404, 0.029850746, 0.19402985, 0.041044775, 0.0037313432, 0.21268657, 0.014925373, 0.04477612, 0.02238806, 0.029850746, 0.04477612, 0.104477614, 0.04477612, 0.08208955, 0.03358209, 0.014925373]"
3475,Generic,"[0.09239766, 0.038596492, 0.015204678, 0.025730994, 0.18947369, 0.049122807, 0.007017544, 0.22690058, 0.010526316, 0.0116959065, 0.028070176, 0.015204678, 0.026900584, 0.09707602, 0.0374269, 0.09005848, 0.029239766, 0.009356725]"
3476,Niche,"[0.08056266, 0.040920716, 0.01662404, 0.03196931, 0.13171355, 0.02173913, 0.006393862, 0.14705883, 0.012787724, 0.010230179, 0.1713555, 0.028132992, 0.023017902, 0.061381076, 0.06777494, 0.08695652, 0.0370844, 0.024296675]"
3477,Generic,"[0.014925373, 0.014925373, 0.04477612, 0.04477612, 0.23383084, 0.014925373, 0.019900497, 0.12935324, 0.0049751243, 0.0049751243, 0.0049751243, 0.15422885, 0.0099502485, 0.25373134, 0.0, 0.03482587, 0.014925373, 0.0]"
3478,Generic,"[0.017094018, 0.0, 0.025641026, 0.034188036, 0.18803419, 0.008547009, 0.0, 0.26495728, 0.008547009, 0.017094018, 0.025641026, 0.042735044, 0.06837607, 0.102564104, 0.017094018, 0.15384616, 0.025641026, 0.0]"
3479,Generic,"[0.097345136, 0.07079646, 0.044247787, 0.017699115, 0.22123894, 0.03539823, 0.0088495575, 0.15929204, 0.026548672, 0.017699115, 0.044247787, 0.0088495575, 0.017699115, 0.07079646, 0.061946902, 0.061946902, 0.03539823, 0.0]"
3480,Generic,"[0.14705883, 0.12745099, 0.0, 0.019607844, 0.09803922, 0.0, 0.0, 0.10784314, 0.029411765, 0.0, 0.009803922, 0.0, 0.019607844, 0.14705883, 0.12745099, 0.05882353, 0.068627454, 0.039215688]"
3481,Generic,"[0.06097561, 0.036585364, 0.0121951215, 0.018292682, 0.15243903, 0.042682927, 0.0121951215, 0.19512194, 0.042682927, 0.018292682, 0.036585364, 0.018292682, 0.06097561, 0.048780486, 0.07317073, 0.103658535, 0.06097561, 0.0060975607]"
3482,Generic,"[0.12087912, 0.043956045, 0.010989011, 0.021978023, 0.0989011, 0.032967035, 0.0, 0.17582418, 0.010989011, 0.021978023, 0.043956045, 0.0, 0.032967035, 0.021978023, 0.17582418, 0.13186814, 0.043956045, 0.010989011]"
3483,Generic,"[0.13926941, 0.05022831, 0.00456621, 0.017123288, 0.1780822, 0.046803653, 0.0011415525, 0.20091324, 0.0102739725, 0.0057077627, 0.012557077, 0.0, 0.020547945, 0.07420091, 0.070776254, 0.11872146, 0.030821918, 0.01826484]"
3484,Generic,"[0.1015873, 0.082539685, 0.015873017, 0.044444446, 0.30476192, 0.00952381, 0.0031746032, 0.06349207, 0.025396826, 0.0031746032, 0.031746034, 0.00952381, 0.012698413, 0.04761905, 0.14285715, 0.073015876, 0.015873017, 0.012698413]"
3485,Generic,"[0.0754717, 0.03773585, 0.018867925, 0.03773585, 0.11320755, 0.018867925, 0.018867925, 0.28301886, 0.0, 0.0, 0.018867925, 0.0754717, 0.03773585, 0.018867925, 0.03773585, 0.0754717, 0.13207547, 0.0]"
3486,Generic,"[0.013793103, 0.07586207, 0.11724138, 0.2413793, 0.15172414, 0.0, 0.0, 0.04137931, 0.048275862, 0.0, 0.0068965517, 0.17931035, 0.0, 0.07586207, 0.03448276, 0.0, 0.013793103, 0.0]"
3487,Generic,"[0.08168317, 0.047029704, 0.0074257427, 0.00990099, 0.12871288, 0.056930695, 0.004950495, 0.27475247, 0.017326733, 0.01980198, 0.024752475, 0.0024752475, 0.03217822, 0.08415841, 0.051980197, 0.116336636, 0.034653466, 0.004950495]"
3488,Generic,"[0.23255815, 0.093023255, 0.0, 0.023255814, 0.023255814, 0.046511628, 0.0, 0.069767445, 0.0, 0.023255814, 0.023255814, 0.0, 0.046511628, 0.0, 0.25581396, 0.11627907, 0.046511628, 0.0]"
3489,Generic,"[0.12025317, 0.06962025, 0.012658228, 0.01898734, 0.3607595, 0.012658228, 0.006329114, 0.10759494, 0.03164557, 0.006329114, 0.050632913, 0.006329114, 0.0, 0.044303797, 0.07594936, 0.03164557, 0.03164557, 0.012658228]"
3490,Generic,"[0.087878786, 0.024242423, 0.027272727, 0.027272727, 0.16363636, 0.05757576, 0.003030303, 0.18787879, 0.003030303, 0.024242423, 0.030303031, 0.027272727, 0.033333335, 0.09090909, 0.048484847, 0.11515152, 0.03939394, 0.009090909]"
3491,Generic,"[0.13741224, 0.06519559, 0.01003009, 0.016048145, 0.16148445, 0.035105314, 0.002006018, 0.16950853, 0.013039118, 0.005015045, 0.08024072, 0.005015045, 0.019057171, 0.06118355, 0.07321966, 0.11033099, 0.026078235, 0.01003009]"
3492,Generic,"[0.0, 0.0, 0.0, 0.0, 0.369863, 0.01369863, 0.0, 0.16438356, 0.01369863, 0.0, 0.09589041, 0.08219178, 0.0, 0.15068494, 0.06849315, 0.02739726, 0.01369863, 0.0]"
3493,Generic,"[0.19771864, 0.10646388, 0.0038022813, 0.022813689, 0.102661595, 0.015209125, 0.0, 0.121673, 0.019011406, 0.0076045627, 0.015209125, 0.0038022813, 0.019011406, 0.022813689, 0.09505703, 0.08365019, 0.12547529, 0.038022812]"
3494,Generic,"[0.114285715, 0.028571429, 0.028571429, 0.0, 0.37142858, 0.0, 0.0, 0.25714287, 0.0, 0.028571429, 0.028571429, 0.0, 0.0, 0.028571429, 0.028571429, 0.08571429, 0.0, 0.0]"
3495,Generic,"[0.06666667, 0.033333335, 0.06666667, 0.033333335, 0.3, 0.0, 0.0, 0.2, 0.0, 0.0, 0.06666667, 0.0, 0.0, 0.033333335, 0.13333334, 0.06666667, 0.0, 0.0]"
3496,Generic,"[0.11111111, 0.055555556, 0.055555556, 0.027777778, 0.3888889, 0.055555556, 0.0, 0.11111111, 0.027777778, 0.0, 0.0, 0.0, 0.0, 0.055555556, 0.055555556, 0.027777778, 0.027777778, 0.0]"
3497,Generic,"[0.112068966, 0.060344826, 0.00862069, 0.00862069, 0.13793103, 0.01724138, 0.00862069, 0.22413793, 0.0, 0.0, 0.01724138, 0.01724138, 0.01724138, 0.18103448, 0.060344826, 0.10344828, 0.01724138, 0.00862069]"
3498,Generic,"[0.103658535, 0.048780486, 0.024390243, 0.036585364, 0.14634146, 0.07317073, 0.0, 0.23780487, 0.0, 0.0, 0.018292682, 0.0121951215, 0.030487806, 0.07317073, 0.042682927, 0.12195122, 0.024390243, 0.0060975607]"
3499,Generic,"[0.17483443, 0.08609272, 0.022516556, 0.026490066, 0.16953643, 0.062251657, 0.013245033, 0.090066224, 0.01986755, 0.010596027, 0.021192053, 0.018543046, 0.023841059, 0.050331127, 0.087417215, 0.0807947, 0.030463576, 0.011920529]"
3500,Generic,"[0.12264151, 0.094339624, 0.0, 0.03773585, 0.1981132, 0.009433962, 0.0, 0.10377359, 0.094339624, 0.009433962, 0.018867925, 0.0, 0.0, 0.028301887, 0.10377359, 0.028301887, 0.03773585, 0.11320755]"
3501,Generic,"[0.032128513, 0.016064256, 0.012048192, 0.02811245, 0.16465864, 0.052208837, 0.016064256, 0.28514057, 0.012048192, 0.024096385, 0.012048192, 0.008032128, 0.052208837, 0.09638554, 0.012048192, 0.10843374, 0.0562249, 0.012048192]"
3502,Generic,"[0.023255814, 0.0, 0.046511628, 0.046511628, 0.25581396, 0.093023255, 0.0, 0.27906978, 0.0, 0.023255814, 0.0, 0.0, 0.023255814, 0.069767445, 0.0, 0.093023255, 0.046511628, 0.0]"
3503,Generic,"[0.111269616, 0.08131241, 0.009985735, 0.017118402, 0.1783167, 0.037089873, 0.0028530671, 0.16690442, 0.027104137, 0.0071326676, 0.03281027, 0.012838801, 0.035663337, 0.054208275, 0.08273894, 0.08701854, 0.042796005, 0.012838801]"
3504,Generic,"[0.0858209, 0.048507463, 0.0074626864, 0.014925373, 0.21641791, 0.04477612, 0.0, 0.23880596, 0.01119403, 0.014925373, 0.03731343, 0.0074626864, 0.03358209, 0.08208955, 0.029850746, 0.104477614, 0.018656716, 0.0037313432]"
3505,Generic,"[0.049295776, 0.028169014, 0.028169014, 0.02112676, 0.21830986, 0.07042254, 0.0, 0.16901408, 0.0070422534, 0.1056338, 0.0070422534, 0.014084507, 0.049295776, 0.07042254, 0.056338027, 0.09154929, 0.014084507, 0.0]"
3506,Generic,"[0.13829787, 0.031914894, 0.0, 0.010638298, 0.20212767, 0.08510638, 0.010638298, 0.22340426, 0.0, 0.010638298, 0.021276595, 0.0, 0.0, 0.06382979, 0.06382979, 0.08510638, 0.05319149, 0.0]"
3507,Generic,"[0.10806452, 0.05, 0.015322581, 0.020967742, 0.21209678, 0.05483871, 0.0048387097, 0.1733871, 0.014516129, 0.010483871, 0.026612904, 0.010483871, 0.024193548, 0.06854839, 0.046774194, 0.12016129, 0.028225806, 0.010483871]"
3508,Generic,"[0.22580644, 0.09677419, 0.016129032, 0.032258064, 0.048387095, 0.0, 0.0, 0.09677419, 0.032258064, 0.016129032, 0.032258064, 0.0, 0.0, 0.016129032, 0.22580644, 0.12903225, 0.032258064, 0.0]"
3509,Generic,"[0.14715719, 0.08862876, 0.028428094, 0.06521739, 0.17558528, 0.035117056, 0.0, 0.115384616, 0.030100334, 0.006688963, 0.036789298, 0.020066889, 0.013377926, 0.04682274, 0.08528428, 0.07692308, 0.02341137, 0.0050167223]"
3510,Generic,"[0.15037593, 0.12781955, 0.02255639, 0.037593983, 0.18045112, 0.015037594, 0.0, 0.04511278, 0.030075189, 0.007518797, 0.007518797, 0.015037594, 0.007518797, 0.030075189, 0.24812031, 0.05263158, 0.007518797, 0.015037594]"
3511,Generic,"[0.16513762, 0.13761468, 0.018348623, 0.058103975, 0.11620795, 0.03058104, 0.0, 0.103975534, 0.04587156, 0.01529052, 0.0091743115, 0.003058104, 0.012232416, 0.03975535, 0.13149847, 0.06422018, 0.018348623, 0.03058104]"
3512,Generic,"[0.125817, 0.09803922, 0.026143791, 0.052287582, 0.1748366, 0.024509804, 0.0, 0.1388889, 0.031045752, 0.004901961, 0.026143791, 0.019607844, 0.011437909, 0.068627454, 0.10130719, 0.057189543, 0.027777778, 0.011437909]"
3513,Generic,"[0.18103448, 0.0625, 0.012931035, 0.023706896, 0.22198276, 0.036637932, 0.0, 0.15732759, 0.012931035, 0.0, 0.023706896, 0.00862069, 0.0064655175, 0.06465517, 0.06681035, 0.075431034, 0.03448276, 0.010775862]"
3514,Generic,"[0.08219178, 0.02739726, 0.0, 0.0, 0.1369863, 0.06849315, 0.01369863, 0.2739726, 0.0, 0.05479452, 0.02739726, 0.0, 0.04109589, 0.04109589, 0.05479452, 0.08219178, 0.06849315, 0.02739726]"
3515,Generic,"[0.03875969, 0.023255814, 0.015503876, 0.03875969, 0.17829457, 0.046511628, 0.0, 0.2248062, 0.0, 0.031007752, 0.054263566, 0.007751938, 0.03875969, 0.062015504, 0.03875969, 0.093023255, 0.07751938, 0.031007752]"
3516,Generic,"[0.16187051, 0.11510792, 0.017985612, 0.021582734, 0.07913669, 0.025179856, 0.0, 0.08273381, 0.05035971, 0.010791367, 0.05035971, 0.0035971224, 0.007194245, 0.025179856, 0.2266187, 0.10071942, 0.017985612, 0.0035971224]"
3517,Generic,"[0.12790698, 0.058139537, 0.011627907, 0.011627907, 0.3895349, 0.011627907, 0.0, 0.093023255, 0.040697675, 0.0058139535, 0.017441861, 0.011627907, 0.0, 0.075581394, 0.058139537, 0.023255814, 0.034883723, 0.029069768]"
3518,Generic,"[0.059633028, 0.0382263, 0.016819572, 0.029051987, 0.2553517, 0.03211009, 0.00764526, 0.24311927, 0.016819572, 0.001529052, 0.019877676, 0.024464833, 0.013761468, 0.12232416, 0.047400612, 0.04587156, 0.016819572, 0.0091743115]"
3519,Generic,"[0.08977272, 0.05, 0.011363637, 0.03181818, 0.27954546, 0.0375, 0.003409091, 0.21704546, 0.01590909, 0.0011363636, 0.018181818, 0.014772727, 0.011363637, 0.10795455, 0.035227273, 0.04659091, 0.014772727, 0.013636364]"
3520,Generic,"[0.059490085, 0.019830028, 0.014164306, 0.014164306, 0.31161472, 0.033994336, 0.0056657223, 0.23512748, 0.014164306, 0.014164306, 0.039660055, 0.014164306, 0.0056657223, 0.06798867, 0.048158642, 0.07365439, 0.016997168, 0.011331445]"
3521,Generic,"[0.06827309, 0.03815261, 0.02008032, 0.026104419, 0.2188755, 0.034136545, 0.006024096, 0.17670682, 0.012048192, 0.02008032, 0.044176705, 0.050200805, 0.02008032, 0.084337346, 0.050200805, 0.084337346, 0.030120483, 0.016064256]"
3522,Generic,"[0.24468085, 0.12765957, 0.0, 0.021276595, 0.12765957, 0.04255319, 0.0, 0.08510638, 0.04255319, 0.0, 0.05319149, 0.0, 0.010638298, 0.021276595, 0.10638298, 0.095744684, 0.021276595, 0.0]"
3523,Generic,"[0.16949153, 0.084745765, 0.0, 0.0, 0.06779661, 0.033898305, 0.0, 0.16949153, 0.0, 0.016949153, 0.06779661, 0.0, 0.016949153, 0.0, 0.16949153, 0.13559322, 0.050847456, 0.016949153]"
3524,Generic,"[0.101604275, 0.026737968, 0.0, 0.0053475937, 0.22994652, 0.03208556, 0.0, 0.23529412, 0.0053475937, 0.010695187, 0.037433155, 0.0, 0.026737968, 0.10695187, 0.026737968, 0.12834224, 0.01604278, 0.010695187]"
3525,Generic,"[0.11, 0.05, 0.02, 0.02, 0.15, 0.03, 0.0, 0.21, 0.02, 0.0, 0.15, 0.0, 0.02, 0.03, 0.07, 0.1, 0.02, 0.0]"
3526,Generic,"[0.11024735, 0.049469966, 0.016961131, 0.029681979, 0.21766785, 0.05017668, 0.0021201414, 0.12720849, 0.009187279, 0.00565371, 0.034628976, 0.04310954, 0.02261484, 0.06572438, 0.054416962, 0.12084806, 0.026855124, 0.013427562]"
3527,Generic,"[0.15384616, 0.06153846, 0.03076923, 0.03076923, 0.18461539, 0.07692308, 0.0, 0.13846155, 0.015384615, 0.0, 0.07692308, 0.015384615, 0.0, 0.06153846, 0.046153847, 0.092307694, 0.015384615, 0.0]"
3528,Niche,"[0.04918033, 0.016393442, 0.008196721, 0.0, 0.09016393, 0.008196721, 0.0, 0.016393442, 0.008196721, 0.008196721, 0.5327869, 0.008196721, 0.024590164, 0.008196721, 0.07377049, 0.14754099, 0.0, 0.0]"
3529,Generic,"[0.15463917, 0.1056701, 0.0025773195, 0.018041236, 0.09536082, 0.023195876, 0.0, 0.09793814, 0.038659792, 0.018041236, 0.036082473, 0.028350515, 0.030927835, 0.06185567, 0.16494845, 0.1056701, 0.010309278, 0.0077319588]"
3530,Generic,"[0.1875, 0.09375, 0.0, 0.0, 0.15625, 0.0625, 0.0, 0.125, 0.0, 0.0, 0.09375, 0.0, 0.0, 0.0625, 0.09375, 0.09375, 0.03125, 0.0]"
3531,Generic,"[0.082474224, 0.06185567, 0.020618556, 0.020618556, 0.25773194, 0.041237112, 0.0, 0.25773194, 0.010309278, 0.0, 0.010309278, 0.010309278, 0.010309278, 0.0927835, 0.041237112, 0.06185567, 0.020618556, 0.0]"
3532,Generic,"[0.062068965, 0.027586207, 0.013793103, 0.020689655, 0.20689656, 0.055172414, 0.0, 0.28275862, 0.0, 0.0068965517, 0.0068965517, 0.0, 0.04137931, 0.13103448, 0.013793103, 0.08275862, 0.04137931, 0.0068965517]"
3533,Generic,"[0.093457945, 0.018691588, 0.018691588, 0.009345794, 0.18691589, 0.06542056, 0.009345794, 0.20560747, 0.0, 0.009345794, 0.018691588, 0.0, 0.028037382, 0.10280374, 0.037383176, 0.1495327, 0.028037382, 0.018691588]"
3534,Generic,"[0.2658228, 0.07594936, 0.012658228, 0.012658228, 0.11392405, 0.06329114, 0.0, 0.101265825, 0.0, 0.012658228, 0.012658228, 0.0, 0.0, 0.06329114, 0.101265825, 0.088607594, 0.06329114, 0.012658228]"
3535,Generic,"[0.35555556, 0.11111111, 0.0, 0.0, 0.044444446, 0.022222223, 0.0, 0.13333334, 0.022222223, 0.0, 0.022222223, 0.0, 0.0, 0.0, 0.08888889, 0.08888889, 0.08888889, 0.022222223]"
3536,Generic,"[0.1360294, 0.06985294, 0.04779412, 0.04411765, 0.15073529, 0.05882353, 0.0, 0.13235295, 0.018382354, 0.007352941, 0.025735294, 0.033088237, 0.011029412, 0.04779412, 0.04411765, 0.113970585, 0.05514706, 0.0036764706]"
3537,Generic,"[0.115384616, 0.03846154, 0.057692308, 0.09615385, 0.26923078, 0.0, 0.0, 0.07692308, 0.0, 0.0, 0.057692308, 0.0, 0.0, 0.07692308, 0.13461539, 0.07692308, 0.0, 0.0]"
3538,Generic,"[0.088607594, 0.016877636, 0.012658228, 0.008438818, 0.14767933, 0.080168776, 0.0, 0.25738397, 0.004219409, 0.012658228, 0.012658228, 0.0, 0.07594936, 0.05907173, 0.03797468, 0.15611814, 0.021097047, 0.008438818]"
3539,Generic,"[0.09135286, 0.043933053, 0.018828452, 0.029986054, 0.21757323, 0.044630405, 0.0055788006, 0.18270572, 0.016039051, 0.0062761507, 0.036959555, 0.025104603, 0.020223152, 0.10251046, 0.048814505, 0.08507671, 0.016736401, 0.007670851]"
3540,Generic,"[0.19571866, 0.09785933, 0.0091743115, 0.021406727, 0.16207951, 0.03058104, 0.003058104, 0.14984709, 0.03058104, 0.0, 0.024464833, 0.0, 0.0091743115, 0.051987767, 0.0795107, 0.094801225, 0.03058104, 0.0091743115]"
3541,Generic,"[0.0, 0.0, 0.0, 0.0, 0.1, 0.125, 0.0, 0.525, 0.0, 0.0, 0.025, 0.0, 0.025, 0.025, 0.0, 0.075, 0.075, 0.025]"
3542,Generic,"[0.22727273, 0.045454547, 0.0, 0.0, 0.13636364, 0.0, 0.0, 0.22727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18181819, 0.045454547, 0.13636364, 0.0, 0.0]"
3543,Generic,"[0.012048192, 0.012048192, 0.0, 0.024096385, 0.13253012, 0.084337346, 0.012048192, 0.27710843, 0.0, 0.072289154, 0.04819277, 0.012048192, 0.036144577, 0.04819277, 0.024096385, 0.10843374, 0.072289154, 0.024096385]"
3544,Generic,"[0.08510638, 0.0, 0.021276595, 0.021276595, 0.10638298, 0.021276595, 0.0, 0.19148937, 0.0, 0.0, 0.14893617, 0.08510638, 0.0, 0.06382979, 0.06382979, 0.10638298, 0.08510638, 0.0]"
3545,Generic,"[0.054054055, 0.027027028, 0.027027028, 0.0, 0.10810811, 0.054054055, 0.0, 0.16216215, 0.0, 0.16216215, 0.054054055, 0.0, 0.10810811, 0.054054055, 0.027027028, 0.10810811, 0.027027028, 0.027027028]"
3546,Generic,"[0.1013986, 0.0506993, 0.0017482517, 0.005244755, 0.25874126, 0.08391608, 0.012237762, 0.17832167, 0.008741259, 0.022727273, 0.015734266, 0.01048951, 0.017482517, 0.08041958, 0.036713287, 0.07692308, 0.031468533, 0.006993007]"
3547,Generic,"[0.06622516, 0.05518764, 0.0022075055, 0.011037528, 0.200883, 0.013245033, 0.004415011, 0.24944812, 0.030905077, 0.0066225166, 0.037527595, 0.017660044, 0.01986755, 0.11479029, 0.06401766, 0.07505519, 0.026490066, 0.004415011]"
3548,Generic,"[0.13793103, 0.03448276, 0.0, 0.0, 0.2413793, 0.0, 0.0, 0.13793103, 0.0, 0.0, 0.06896552, 0.0, 0.03448276, 0.06896552, 0.1724138, 0.06896552, 0.03448276, 0.0]"
3549,Generic,"[0.055555556, 0.055555556, 0.037037037, 0.055555556, 0.46296296, 0.0, 0.0, 0.09259259, 0.0, 0.0, 0.018518519, 0.018518519, 0.0, 0.12962963, 0.055555556, 0.018518519, 0.0, 0.0]"
3550,Generic,"[0.11713666, 0.06290673, 0.019522777, 0.015184382, 0.2624729, 0.04121475, 0.0065075923, 0.1583514, 0.00867679, 0.010845987, 0.04989154, 0.00867679, 0.015184382, 0.039045554, 0.07592191, 0.06941432, 0.02603037, 0.013015185]"
3551,Generic,"[0.08695652, 0.026086956, 0.008695652, 0.017391304, 0.069565214, 0.04347826, 0.0, 0.31304348, 0.008695652, 0.017391304, 0.008695652, 0.0, 0.04347826, 0.08695652, 0.034782607, 0.2, 0.034782607, 0.0]"
3552,Generic,"[0.1875, 0.0, 0.0, 0.0, 0.1875, 0.0, 0.0, 0.3125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0625, 0.125, 0.0625, 0.0625, 0.0]"
3553,Generic,"[0.32110092, 0.12844037, 0.0, 0.0, 0.08256881, 0.036697246, 0.0, 0.06422018, 0.0, 0.0, 0.0091743115, 0.0, 0.0091743115, 0.027522936, 0.119266056, 0.17431192, 0.027522936, 0.0]"
3554,Generic,"[0.13513513, 0.027027028, 0.0, 0.0, 0.21621622, 0.027027028, 0.0, 0.10810811, 0.0, 0.0, 0.21621622, 0.0, 0.027027028, 0.027027028, 0.054054055, 0.13513513, 0.027027028, 0.0]"
3555,Generic,"[0.17977528, 0.2883895, 0.007490637, 0.06741573, 0.06367041, 0.018726591, 0.0, 0.041198503, 0.059925094, 0.0037453184, 0.0, 0.011235955, 0.011235955, 0.033707865, 0.12734082, 0.059925094, 0.02247191, 0.0037453184]"
3556,Generic,"[0.21393035, 0.10945274, 0.0099502485, 0.019900497, 0.08955224, 0.04477612, 0.0, 0.094527364, 0.039800994, 0.029850746, 0.0099502485, 0.0049751243, 0.019900497, 0.04477612, 0.10945274, 0.13432837, 0.024875622, 0.0]"
3557,Generic,"[0.084337346, 0.055077452, 0.017211704, 0.036144577, 0.29432014, 0.0464716, 0.0017211704, 0.13769363, 0.020654045, 0.0051635113, 0.032702237, 0.017211704, 0.015490534, 0.07745267, 0.06712565, 0.07056799, 0.012048192, 0.008605852]"
3558,Generic,"[0.19313304, 0.055793993, 0.006437768, 0.017167382, 0.25107297, 0.042918455, 0.0021459227, 0.15665236, 0.012875536, 0.0, 0.008583691, 0.008583691, 0.008583691, 0.07081545, 0.055793993, 0.06437768, 0.036480688, 0.008583691]"
3559,Generic,"[0.037037037, 0.018518519, 0.037037037, 0.027777778, 0.2962963, 0.046296295, 0.0, 0.12037037, 0.027777778, 0.027777778, 0.10185185, 0.018518519, 0.018518519, 0.12962963, 0.018518519, 0.046296295, 0.027777778, 0.0]"
3560,Generic,"[0.04519774, 0.028248588, 0.028248588, 0.03954802, 0.20903955, 0.050847456, 0.0, 0.28248587, 0.011299435, 0.0056497175, 0.02259887, 0.033898305, 0.016949153, 0.10169491, 0.016949153, 0.06779661, 0.028248588, 0.011299435]"
